IncidentID,start,end,RoadName,CommonName,Direction,CrossStreetName,CrossStCommonName,Latitude,Longitude,ConditionName,IncidentType,Event,EventName,Reason,DOTNotes,day,flood,wind,winter,fog,rainevent,winterevent,cycloneevent,dur,noweather
423659,2013-07-12T12:27:00Z,2013-07-15T13:27:00Z,SR-2031,Wire Rd,Both Directions,SR-2030,Mclean Chpl Ch,35.30556464,-78.7985158,Road Closed,Weather Event,1,None,Road closed due to Weather event,CAR,7/12/13,0,0,0,0,0,0,0,3.041666667,1
423670,2013-07-12T14:57:00Z,2013-07-13T15:57:00Z,SR-1507,Big Oak Road,Both Directions,NA,Blue Eyes Road,35.79971547,-77.32739925,Road Impassable,Weather Event,1,None,"Due to high water on the roadway, the road is impassable at this time.",This call came in from Chief Lillie at the fire dept. He stated big oak and blue eyes road - over 1.5 feet of water running across the roadway. This is located on a dangerous curve. DOT (Joe) in Pitt county has been notified.,7/12/13,1,0,0,0,0,0,0,1.041666667,0
423712,2013-07-12T21:54:00Z,2013-07-13T01:00:00Z,SR-1006,Old Stage Rd,Both Directions,NA,Vannstone Dr.,35.66772155,-78.65940571,Road Impassable,Weather Event,1,None,Due to high water the road is impassable near Vannstone Dr.,"Jason Holmes notified
Caller ws Linda Smith at 919-417-1019",7/12/13,1,0,0,0,0,0,0,0.129166667,0
423715,2013-07-13T00:53:00Z,2013-07-13T15:13:53Z,SR-1910,Railroad St,Both Directions,NA,NA,35.58086064,-78.3508873,Road Closed,Weather Event,1,None,Main St. SR 1910 closed at SR1908 ( Fire Dept Road) and SR  1911   ( Jones Road )due to Highwater,NA,7/12/13,0,0,0,0,0,0,0,0.597835648,1
423723,2013-07-13T03:19:00Z,2013-07-13T04:19:00Z,NC-90,NA,Heading North,NA,NA,35.94973178,-81.57470942,Road Impassable,Weather Event,1,None,Road closed from 3 miles south of Collettsville Road to Globe Township,NA,7/12/13,0,0,0,0,0,0,0,0.041666667,1
423725,2013-07-13T06:18:00Z,2013-07-14T01:43:16Z,US-70,NA,Both Directions,SR-1138,SR-1138,35.70587526,-81.81380359,Road Closed,Weather Event,1,None,The road has been reopened.,timed out per Darrell Dean (Burke County Maintenance); called STOC at 8:40 PM on 7/13/13,7/13/13,0,0,0,0,0,0,0,0.809212963,1
423729,2013-07-13T15:43:00Z,2013-07-14T16:43:00Z,SR-1336,Johnson Bridge Road,Both Directions,NA,NA,35.93510431,-77.25701809,Road Closed,Weather Event,1,None,NA,Location Change. 10:55 AM AJJ,7/13/13,0,0,0,0,0,0,0,1.041666667,1
423730,2013-07-13T15:58:00Z,2013-07-13T18:00:00Z,NC-11,NC 11,Both Directions,NC-903,NC-903,35.98835472,-77.24382162,Road Closed,Road Obstruction,1,None,"Due to three trees laying in the roadway, the road is closed at NC 903.","Call came in from Troop A (Jones) 
Brooks Braswell has been notified CME",7/13/13,0,1,0,0,0,0,0,0.084722222,0
423731,2013-07-13T16:06:00Z,2013-07-13T18:00:00Z,NC-11,NC 11,Heading South,NA,NA,36.01415071,-77.21472502,Road Impassable,Road Obstruction,1,None,"Due to a hanging tree over the roadway, the southbound lane at the Roanoke River Bridge is closed.","Call came in from Troop A by email and call 
Liddie (CME) notified 
This is tree is hanging over the southbound lane and its so low that a tractor trailer will run into it and cause an accident.",7/13/13,0,1,0,0,0,0,0,0.079166667,0
423734,2013-07-13T17:17:00Z,2013-07-15T22:30:00Z,SR-2127,Shoeheel Rd,Both Directions,SR-1938,SR-1938,35.60228812,-78.23668957,Road Closed,Weather Event,1,None,SR2127 (Shoeheel Rd) closed at SR2126 (Hatcher Rd) and SR1938 Brown's Pond Rd) due to Highwater.,NA,7/13/13,0,0,0,0,0,0,0,2.217361111,1
423740,2013-07-13T19:09:00Z,2013-07-14T01:01:52Z,SR-1910,Main St,Both Directions,SR-1908,SR-1908,35.580372,-78.35062981,Road Closed,Weather Event,1,None,SR1910 (Main St) closed at SR1908 (Fire Dept Rd) and SR1911 (Jones Rd) due to Highwater,NA,7/13/13,0,0,0,0,0,0,0,0.245046296,1
423751,2013-07-14T00:13:00Z,2013-07-14T14:11:28Z,SR-1301,Warren Rd,Both Directions,SR-1331,SR-1331,35.10516853,-78.14656332,Road Closed,Weather Event,1,None,The road has been re-opened to traffic.,"Per Jeff Grady LAL 1926 Jerry, CAR 911",7/13/13,0,0,0,0,0,0,0,0.582268519,1
423753,2013-07-14T01:06:00Z,2013-07-15T15:00:00Z,SR-1647,Warren Mill Rd,Both Directions,NC-55,NC-55,35.24660322,-78.39010861,Road Closed,Weather Event,1,None,Warren Mill Rd. (SR 1647) is closed between NC-55 and US-13 due to high water.,called in by Neal Crumpler - Sampson County Maintenance - POC 910-990-5285,7/13/13,1,0,0,0,0,0,0,1.579166667,0
423755,2013-07-14T01:36:00Z,2013-07-17T22:00:00Z,SR-1525,Hugh Champion,Both Directions,SR-1526,SR-1526,35.25533013,-82.12295026,Road Closed,Weather Event,1,None,Road washed out on Peniel Rd. due to flooding,NA,7/13/13,1,0,0,0,0,0,0,3.85,0
423757,2013-07-14T01:42:00Z,2013-07-15T01:25:39Z,SR-1531,Fox Mtn Rd,Both Directions,NC-108,NC-108,35.25758989,-82.18408987,Road Closed,Weather Event,1,None,Road washed out due to flooding,NA,7/13/13,1,0,0,0,0,0,0,0.988645833,0
423758,2013-07-14T01:49:00Z,2013-07-15T01:24:13Z,SR-1137,Houston Rd,Both Directions,NC-108,NC-108,35.2798541,-82.18601704,Road Closed,Weather Event,1,None,Road washed out due to flooding.,NA,7/13/13,1,0,0,0,0,0,0,0.982789352,0
423759,2013-07-14T01:55:00Z,2013-07-15T01:24:59Z,SR-1525,Bill Collins,Both Directions,SR-1528,SR-1528,35.27785716,-82.15267181,Road Closed,Weather Event,1,None,Road is washed out due to flooding.,NA,7/13/13,1,0,0,0,0,0,0,0.979155093,0
423760,2013-07-14T03:16:00Z,2013-07-14T13:00:00Z,SR-1643,Oak Grove Church Rd,Both Directions,NC-55,NC-55,35.23892458,-78.4218049,Road Closed,Weather Event,1,None,"Oak Grove Church Road will be closed from NC 55 to US 13 until further notice, due to flooding.",NA,7/13/13,1,0,0,0,0,0,0,0.405555556,0
423770,2013-07-14T19:37:00Z,2013-07-17T15:56:00Z,SR-1643,South Eldridge Road,Both Directions,US-13,US-13,35.21175532,-78.41429472,Road Closed,Weather Event,1,None,All lanes of South Eldridge Rd. (SR 1644) are closed between US-13 and Oak Grove Church Road (SR 1643) due to flood related damage.,"Called in by Neal Crumpler (Sampson Co. DOT) 910-990-5285; pipe failure -CCY, STOC",7/14/13,1,0,0,0,0,0,0,2.846527778,0
423819,2013-07-15T17:01:00Z,2013-07-17T18:01:00Z,SR-1009,Devil Race Trck,Both Directions,NA,NA,35.3561212,-78.30273628,Road Closed,Weather Event,1,None,SR1009 Devil's Racetrack Rd Closed at SR1143 (Strickland Crossroads Rd) and at SR1198 (WestBrook Lowgrounds Rd) due to highwater.,NA,7/15/13,0,0,0,0,0,0,0,2.041666667,1
423841,2013-07-15T12:00:00Z,2013-07-18T22:00:00Z,SR-1500,Woodard Road,Both Directions,NC-308,NC-308,35.91088139,-76.81722164,Road Closed,Weather Event,1,None,Ferry closed due to high water.,NA,7/15/13,1,0,0,0,0,0,0,3.416666667,0
423872,2013-07-16T11:01:00Z,2013-07-19T22:30:00Z,SR-1200,Williford Rd,Both Directions,SR-1201,RICHARDSON BRIDGE RD,35.34936972,-78.20842981,Road Closed,Weather Event,1,None,Williford Rd (SR1200) is closed at Richardson Bridge Rd SR(1201) and at Wayne Co. line due to Highwater.,NA,7/16/13,0,0,0,0,0,0,0,3.478472222,1
423938,2013-07-17T08:15:00Z,2013-07-31T11:00:00Z,NC-43,NA,Both Directions,NC-121,NC-121,35.67330991,-77.48543892,Road Closed,Weather Event,1,None,NC 43 will be closed at NC 121 until further notice due to high water.,NA,7/17/13,1,0,0,0,0,0,0,14.11458333,0
423981,2013-07-17T21:39:00Z,2013-07-19T22:30:00Z,SR-1201,RICHARDSON BRIDGE RD,Both Directions,SR-1007,SR-1007,35.34702055,-78.21218491,Road Closed,Weather Event,1,None,SR1201 (Richardson Bridge Rd) Closed at SR1007 (Brodgen Rd) and SR1008 (Harper House Rd) due to high water.,NA,7/17/13,1,0,0,0,0,0,0,2.035416667,0
424168,2013-07-21T05:01:00Z,2013-07-21T15:00:00Z,NC-191,NC 191,Both Directions,NA,NA,35.50078845,-82.59317636,Road Closed,Road Obstruction,1,None,"Due to a downed tree in the roadway, the road is closed near the Blue Ridge Parkway.","I recd a call from Billy at HP in Asheville
I called Britt McCurry at 11:50 pm. - HP needs assistance and signs etc. 
Duke Energy is on the scene. 
12:05 am - Britt McCurry has been notified. Per Duke Energy this will take 5-6 hours to clear.",7/21/13,0,1,0,0,0,0,0,0.415972222,0
424188,2013-07-22T08:44:00Z,2013-07-22T12:00:00Z,SR-1727,Boggs Rd,Both Directions,NC-10,NC-10,35.67707137,-81.11297443,Road Closed,Road Obstruction,1,None,"Due to a tree laying across the roadway, the road is closed at NC 10.","Troop F
DOT Fred Frye has been notified.",7/22/13,0,1,0,0,0,0,0,0.136111111,0
424277,2013-07-23T15:30:00Z,2013-08-09T16:30:00Z,SR-1302,Weaver Rd,Heading West,SR-1303,SR-1303,36.50373754,-81.32457733,Road Closed,Weather Event,1,None,roadway washed out,NA,7/23/13,1,0,0,0,0,0,0,17.04166667,0
424590,2013-07-28T20:00:00Z,2013-07-30T00:00:00Z,SR-2472,Mallard Creek,Both Directions,SR-2477,Oehler Rd,35.35601619,-80.75651765,Road Closed,Weather Event,1,None,Bridge Crews are working to repair a section of Mallard Creek Rd. A pipe culvert has failed which has caused a void in the asphalt.,"updated latitude / longitude (map location) -CCY, STOC",7/28/13,0,0,0,0,0,0,0,1.166666667,1
424597,2013-07-29T12:31:00Z,2013-09-21T13:31:00Z,SR-1196,13th Ave SW/19th St SW,Both Directions,US-70,US-70,35.71836424,-81.37491703,Road Closed,Weather Event,1,None,SR1196(13th Ave SW/19th St SW) is closed due to a washout caused by the heavy flooding.,NA,7/29/13,1,0,0,0,0,0,0,54.04166667,0
424603,2013-07-29T12:42:00Z,2013-09-21T13:42:00Z,SR-2030,Grace Church Rd,Both Directions,SR-2033,Wesley Chapel Rd,35.602781,-81.35107864,Road Closed,Weather Event,1,None,SR2030(Grace Ch. Rd.) both lanes are now open but motorists should exercise caution as the roadway has not had the asphalt replaced yet.,NA,7/29/13,0,0,0,0,0,0,0,54.04166667,1
424611,2013-07-29T13:10:00Z,2013-09-16T20:49:43Z,SR-1132,Huffman Farm Rd,Both Directions,NC-127,NC-127,35.65754033,-81.37568951,Road Closed,Weather Event,1,None,SR1132(Huffman Farm Rd.) is closed due to a washout caused by heavy flooding.,NA,7/29/13,1,0,0,0,0,0,0,49.31924769,0
424612,2013-07-29T13:19:00Z,2013-09-21T14:19:00Z,SR-2025,Leatherman Rd,Both Directions,SR-2024,SR-2024,35.56965605,-81.34403944,Road Closed,Weather Event,1,None,SR2025(Leatherman Rd.) is closed due to a washout caused by heavy flooding.,Location Change from Lincoln County to Catawba County. 9:09 AM AJJ,7/29/13,1,0,0,0,0,0,0,54.04166667,0
424613,2013-07-29T13:22:00Z,2013-08-06T17:02:55Z,SR-1108,Lynn Moutain Rd,Both Directions,SR-1271,SR-1271,35.59877023,-81.42151974,Road Closed,Weather Event,1,None,SR1108(Lynn Mtn. Rd.) is closed due to a washout caused by heavy flooding.,NA,7/29/13,1,0,0,0,0,0,0,8.153414352,0
424614,2013-07-29T13:24:00Z,2013-10-14T14:24:00Z,SR-1714,Mclin Creek Rd,Both Directions,SR-1778,Guy Rockett Rd,35.71303311,-81.18797779,Road Closed,Weather Event,1,None,SR1714(Mclin Creek Rd.) is closed due to a washout caused by heavy flooding.,NA,7/29/13,1,0,0,0,0,0,0,77.04166667,0
424620,2013-07-29T13:43:00Z,2013-07-29T16:29:03Z,SR-2013,Sigmon Dairy Rd,Both Directions,SR-2012,SR-2012,35.60535975,-81.23685032,Road Closed,Weather Event,1,None,SR2013(Sigmon Dairy Rd.) is closed due to a washout caused by heavy flooding.,NA,7/29/13,1,0,0,0,0,0,0,0.1153125,0
424625,2013-07-29T13:48:00Z,2013-07-30T22:41:17Z,SR-1507,Snow Creek Rd Ne,Both Directions,SR-1401,SR-1401,35.78781052,-81.28848553,Road Closed,Weather Event,1,None,SR1507(Snow Creek Rd.) is closed due to a washout caused by heavy flooding.,NA,7/29/13,1,0,1,0,0,0,0,1.370335648,0
424635,2013-07-28T14:39:00Z,2013-07-30T17:00:00Z,SR-1248,South Fork Road,Both Directions,SR-1243,SR-1243,35.43934449,-81.25504375,Road Closed,Weather Event,1,None,Road closed between Southside Road and Laboratory Road due to flooding.,"Location change form eastern NC, 9:53. AJJ",7/28/13,1,0,0,0,0,0,0,2.097916667,0
424637,2013-07-29T14:41:00Z,2013-08-30T20:00:00Z,SR-1492,Burgin-Smith Rd,Both Directions,SR-1124,SR-1124,35.56278974,-81.44517012,Road Closed,Weather Event,1,None,Burgin Smith Road is open,NA,7/29/13,1,1,0,0,0,0,0,32.22152778,0
424653,2013-07-29T16:51:00Z,2013-12-02T20:00:00Z,SR-1129,Beam Lumber Company Road,Both Directions,SR-1128,SR-1128,35.50997654,-81.41163111,Road Closed,Weather Event,1,None,Beam Lumber Company Road closed at bridge near John Beam Road due to bridge damage caused by flooding .,Location change. 12:07 PM- AJJ,7/29/13,1,0,0,0,0,0,0,126.13125,0
424654,2013-07-29T17:03:00Z,2013-08-30T20:00:00Z,SR-1194,Howards Creek Mill/Westwind,Both Directions,SR-1195,Abernethy Farm Rd,35.50012463,-81.37165546,Road Closed,Weather Event,1,None,Howards Creek Mill Road closed at bridge near Abernathy Farm Road due to bridge damage caused by flooding.,Fixed car location CAR 1211,7/29/13,1,0,0,0,0,0,0,32.12291667,0
424655,2013-07-29T17:06:00Z,2013-08-30T20:00:00Z,SR-1217,Hoover Rd,Both Directions,SR-1216,Wyant Rd,35.5513274,-81.31874084,Road Closed,Weather Event,1,None,Hoover Road is open,NA,7/29/13,1,0,0,0,0,0,0,32.12083333,0
424661,2013-07-29T17:38:00Z,2013-09-27T20:00:00Z,SR-1120,Tallent Rd,Both Directions,SR-1121,Wright Rd,35.5321913,-81.45997524,Road Closed,Weather Event,1,None,Tallent Road closed near Wright Road due to a pipe washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,60.09861111,0
424662,2013-07-29T17:41:00Z,2013-08-30T20:00:00Z,SR-1123,NA,Both Directions,SR-1113,SR-1113,35.51088481,-81.35017633,Road Closed,Weather Event,1,None,All Lanes are open,NA,7/29/13,1,0,0,0,0,0,0,32.09652778,0
424670,2013-07-29T18:45:00Z,2013-07-30T21:30:00Z,SR-1741,Walburg-High Pt Rd,Both Directions,SR-2945,Lexington Ave,35.9714397,-80.04795983,Road Closed,Road Obstruction,1,None,Road obstruction on High Point Wallburg Road because of a fallen tree.,NA,7/29/13,0,1,0,0,0,0,0,1.114583333,0
424684,2013-07-29T19:50:00Z,2013-09-27T20:00:00Z,SR-1123,Dan Rhyne Road,Both Directions,SR-1002,Cat Square Road,35.54577561,-81.42113686,Road Closed,Weather Event,1,None,Dan Rhyne Road closed near Cat Square Road due to pipe washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,60.00694444,0
424686,2013-07-29T19:53:00Z,2013-08-07T19:01:42Z,SR-1124,Palm Tree Church Rd,Both Directions,SR-1002,SR-1002,35.56274402,-81.43499851,Road Closed,Weather Event,1,None,Palm Tree Church Road closed near Cat Square Road due to pipe washout caused by flooding.,NA,7/29/13,1,1,0,0,0,0,0,8.964375,0
424688,2013-07-29T20:01:00Z,2013-08-06T17:02:39Z,SR-1113,Reeps Grove Church Road,Both Directions,SR-1002,SR-1002,35.53962978,-81.41251087,Road Closed,Weather Event,1,None,Reeps Grove Curch Road closed near Cat Square Road due to washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,7.876145833,0
424690,2013-07-29T20:05:00Z,2013-08-06T22:26:07Z,SR-1134,Hallman Mill Road,Both Directions,SR-1117,SR-1117,35.51252666,-81.50001526,Road Closed,Weather Event,1,None,Hallman Mill Road closed near County Line due to washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,8.097997685,0
424693,2013-07-29T20:21:00Z,2013-08-07T19:00:45Z,SR-1198,Bill Sain Rd,Both Directions,SR-1753,Doral LN,35.51986217,-81.38813496,Road Closed,Weather Event,1,None,Bill Sain Road closed near Moonlit Trail due to washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,8.944270833,0
424704,2013-07-29T22:10:00Z,2013-08-30T20:00:00Z,SR-1108,Macedonia Church Rd.,Both Directions,SR-1111,Palm Tree Church Rd,35.55862445,-81.45122051,Road Closed,Weather Event,1,None,Macedonia Church Road is closed near Peeler Road due to washout caused by flooding.,NA,7/29/13,1,0,0,0,0,0,0,31.90972222,0
424736,2013-07-30T15:11:00Z,2013-08-07T18:43:49Z,SR-1731,Keisler Dairy Rd,Both Directions,SR-2413,SR-2413,35.68681978,-81.15379974,Road Closed,Weather Event,1,None,SR1731(Keisler Dairy Rd.) is closed due to a washout caused by heavy flooding.,NA,7/30/13,1,0,0,0,0,0,0,8.147789352,0
424805,2013-07-31T15:28:00Z,2013-08-30T20:00:00Z,SR-1600,boyles rd.,Both Directions,NC-18,NC-18,35.53236592,-81.51563644,Road Closed,Weather Event,1,None,NA,NA,7/31/13,0,0,0,0,0,0,0,30.18888889,1
425197,2013-08-07T19:18:00Z,2013-08-08T14:00:00Z,SR-1104,Bob'S Creek Rd,Both Directions,SR-1106,SR-1106,35.191329,-82.495975,Road Closed,Weather Event,1,None,Bob's Creek Road is closed at the bridge near Green River Road due to flooding.,NA,8/7/13,1,0,0,0,0,0,0,0.779166667,0
425202,2013-08-07T19:45:00Z,2013-10-22T20:45:00Z,SR-1579,Joe Hoyle Rd,Both Directions,NC-10,NC-10,35.44521627,-81.64365732,Road Closed,Weather Event,1,None,NA,NA,8/7/13,0,0,0,0,0,0,0,76.04166667,1
425250,2013-08-08T12:40:00Z,2013-08-09T20:00:00Z,SR-1106,Green River Rd,Both Directions,SR-1104,Bob'S Creek Rd,35.182271,-82.510298,Road Closed,Weather Event,1,None,Gravel section of Green River Road is closed due to wash outs from flooding.,Location change. No Lat/Long were present- 7:49 AM JEM,8/8/13,1,0,0,0,0,0,0,1.305555556,0
425582,2013-08-13T16:42:00Z,2013-08-21T14:26:35Z,SR-2131,Henderson Rd,Both Directions,SR-2128,SR-2128,35.40185391,-80.91550827,Road Closed,Weather Event,1,None,Bridge Crews are working to replace the Pipe Culvert due to heavy rains sustained which has caused the pipe to fail and the asphalt to wash away.,NA,8/13/13,1,0,0,0,0,0,0,7.905960648,0
426200,2013-08-22T16:46:00Z,2013-08-29T18:46:50Z,SR-1834,Industrial Dr,Heading East,US-421,US-421,35.02314353,-78.34320545,Road Closed,Weather Event,1,None,Wash out under pavement - Road will be closed between SR1870 Superior Drive and SR1867 Armory Road.,NA,8/22/13,1,0,0,0,0,0,0,7.083912037,0
426536,2013-08-28T12:56:00Z,2013-10-14T13:56:00Z,SR-1301,Fall Creek Rd,Both Directions,US-421,US-421,36.21796411,-81.4286685,Road Closed,Weather Event,1,None,Slide due to excessive rain.,NA,8/28/13,1,0,0,0,0,0,0,47.04166667,0
426565,2013-08-28T18:35:00Z,2013-09-20T22:00:00Z,SR-2014,Mckay Rd,Both Directions,SR-2067,SR-2067,35.62894231,-81.23003483,Road Closed,Weather Event,1,None,NA,NA,8/28/13,0,0,0,0,0,0,0,23.14236111,1
427119,2013-09-06T21:29:00Z,2013-10-22T22:29:00Z,SR-1600,Boyles Rd.,Both Directions,NC-18,NA,35.53439149,-81.51883364,Road Closed,Weather Event,1,None,"Due to a weather event, the road is closed in both directions.",Press Release dated 9/6/13,9/6/13,0,0,0,0,0,0,0,46.04166667,1
427602,2013-09-16T15:52:00Z,2013-09-16T16:37:12Z,SR-1525,Mill Grove Road,Both Directions,NA,NA,35.14963505,-80.5837512,Road Closed,Road Obstruction,1,None,The road is now open.,"CME office (Rhonda) has been contacted
Union County (Phillip) sheriff office has been contacted. 
The homeowner called CS to state that she removed the tree.",9/16/13,0,1,0,0,0,0,0,0.031388889,0
427967,2013-09-22T17:48:00Z,2013-09-23T01:00:00Z,SR-2554,Branch Rd,Both Directions,NA,NA,35.69871047,-78.51943731,Road Closed,Road Obstruction,1,None,"Due to a large tree in the roadway, the road is closed on Old Baucom Road and Branch Road.","I recd a call from Raleigh 911 - 911 states bring a backhoe the tree is 36 inches in diameter or bigger. 
I left a VM for Jason at 12:40 pm.",9/22/13,0,1,0,0,0,0,0,0.3,0
430692,2013-11-10T22:18:00Z,2013-11-11T01:18:00Z,NC-143,Cherohala Skyway,Both Directions,NA,NA,35.33445297,-83.91479731,Road Closed,Road Obstruction,1,None,The road is closed due to a downed tree.,SHP confirmed,11/10/13,0,1,0,0,0,0,0,0.125,0
431518,2013-11-27T01:42:00Z,2013-11-28T17:00:00Z,US-441,New Found Gap Road,Both Directions,NA,NA,35.56431961,-83.33296204,Road Closed,Weather Event,1,None,"All lanes of US-441 (New Found Gap Road) are closed from Cherokee, NC to Gatlinburg, TN, due to winter weather.",Great Smokey Mountains Dispatch Confirmed,11/26/13,0,0,1,0,0,0,0,1.6375,0
431588,2013-11-28T23:40:00Z,2014-03-27T22:00:00Z,US-441,Newfound Gap Rd.,Both Directions,NA,NA,35.48244406,-83.31698656,Road Closed,Weather Event,1,None,"The road is closed between Cherokee, NC and Gatlinburg, TN. For more information please call 828-497-1909.",Closed - Per Great Smokey Mountains National Park.- LCG,3/26/14,0,0,1,0,0,0,0,118.9305556,0
432413,2013-12-14T20:05:00Z,2013-12-14T21:05:00Z,I-77,NA,Heading South,NA,NA,35.12696389,-80.91675282,Congestion,Congestion,1,None,"Standing water, use caution.",Created by MHarris,12/14/13,1,0,0,0,0,0,0,0.041666667,0
432873,2013-12-23T18:47:00Z,2014-01-10T20:30:00Z,SR-2435,Kluttz Rd,Both Directions,SR-2447,SR-2447,35.48698687,-80.37996769,Road Impassable,Weather Event,1,None,Heavy rains & flooding during the last 24 hours has caused the pavement structure on approximately half of the roadway to wash away. Repairs will begin after the Christmas Holidays.,NA,12/23/13,1,0,0,0,0,0,0,18.07152778,0
433551,2014-01-11T19:52:00Z,2014-01-11T20:52:00Z,SR-1104,Dairyland Road,Both Directions,NA,NA,35.96626693,-79.13469315,Road Impassable,Road Obstruction,1,None,A tree has been reported in the roadway on Dairyland Road. Motorists are advised to use caution in the area and seek an alternate route.,NA,1/11/14,0,1,0,0,0,0,0,0.041666667,0
434003,2014-01-23T23:00:00Z,2014-02-08T05:00:00Z,US-441,Newfound Gap Road,Both Directions,NA,NA,35.56431961,-83.33296204,Road Closed,Weather Event,1,None,"The road has been re-opened between Cherokee, NC and Gatlinburg, TN.",Per Great Smokey Mountains National Park.  10:45 AM. KEB.,2/6/14,0,0,1,0,0,0,0,15.25,0
434397,2014-01-30T04:44:00Z,2014-01-31T01:00:00Z,SR-1125,Rouse Rd,Both Directions,SR-1913,SR-1913,35.60992943,-78.85237455,Road Closed,Weather Event,124,Snow Event 1/28/14,"The road is closed between Oliver Creek Parkway and Powell Ridge Rd, due to ice covering the bridge.  The road is expected to reopen at 7:00 am.",Chris Scott with Wake Bridge Maintenance called it in.  He has barricades set up in the area.,1/29/14,0,0,1,0,0,1,0,0.844444444,0
434999,2014-02-12T19:33:00Z,2014-02-12T20:13:19Z,I-77,NA,Heading South,NA,NA,35.12436648,-80.91709614,Road Impassable,Weather Event,125,Snow Event 2/11/14,Ramp to 485 east (outer loop) is impassable. Use alternate route.,kll at mrtmc,2/12/14,0,0,0,0,0,1,0,0.027997685,0
435063,2014-02-13T00:58:00Z,2014-02-13T01:58:00Z,I-40,NA,Heading West,NA,NA,36.03730089,-79.10001755,Road Closed,Weather Event,125,Snow Event 2/11/14,The road is closed at Exit 261 (Old NC 86) due to icy conditions.,NA,2/12/14,0,0,0,0,0,1,0,0.041666667,0
435399,2014-02-19T18:18:00Z,2014-02-20T20:30:00Z,SR-1600,Rocky Mt. Church Rd.,Both Directions,NA,NA,35.15493343,-80.22708178,Road Closed,Weather Event,1,None,Road is closed to due high water from rain that washed debris onto low water bridge.,NA,2/19/14,1,0,0,0,0,0,0,1.091666667,0
435535,2014-02-21T19:44:00Z,2014-02-22T20:00:00Z,SR-1652,Lockhart,Both Directions,NA,NA,36.428484,-77.594245,Road Closed,Weather Event,1,None,Road closed due to high water from weather.,NA,2/21/14,1,0,0,0,0,0,0,1.011111111,0
436028,2014-03-04T14:03:00Z,2014-03-04T17:00:00Z,SR-1326,Claridge Nursery Road,Both Directions,US-70,US-70,35.42801522,-78.01840067,Road Closed,Weather Event,126,Winter Storm 3/3/14,Road is covered with ice and all vehicles are having problems negotiating a superelevated curve near the state nursery.,NA,3/4/14,0,0,1,0,0,1,0,0.122916667,0
436033,2014-03-04T14:52:00Z,2014-03-04T17:00:00Z,SR-1709,Central Heights Road,Both Directions,SR-1712,SR-1712,35.37841345,-77.9205966,Road Closed,Weather Event,126,Winter Storm 3/3/14,Road is covered with ice in the 3200 block area.,NA,3/4/14,0,0,1,0,0,1,0,0.088888889,0
436059,2014-03-05T00:04:00Z,2014-03-05T00:11:56Z,US-74,Francis Peter Fensel Highway,Heading West,US-17,US-17,34.24535025,-77.95680909,Road Closed,Road Obstruction,1,None,All lanes are now open.,P510 advised road is closed while they clear tree debris.,3/4/14,0,1,0,0,0,0,0,0.005509259,0
436201,2014-03-07T13:25:00Z,2014-03-10T20:30:00Z,SR-1652,Lockhart,Both Directions,NA,NA,36.428484,-77.594245,Road Closed,Weather Event,1,None,Road closed due to high water.,NA,3/7/14,1,0,0,0,0,0,0,3.295138889,0
436208,2014-03-07T13:39:00Z,2014-03-10T20:30:00Z,SR-1641,Brown Creek Church,Both Directions,NA,NA,36.295742,-78.065634,Road Closed,Weather Event,1,None,Road is closed due to flooding.,NA,3/7/14,1,0,0,0,0,0,0,3.285416667,0
436220,2014-03-07T15:58:00Z,2014-03-07T23:00:00Z,US-64,NA,Heading West,NC-150,NC-150,35.85100473,-80.32608747,Road Closed,Road Obstruction,1,None,Tree blocking all lanes of US 64 West at the exit ramp to NC 150.,NA,3/7/14,0,1,0,0,0,0,0,0.293055556,0
436221,2014-03-07T16:06:00Z,2014-03-10T20:30:00Z,SR-1606,George Wright,Both Directions,SR-1606,SR-1606,35.21361364,-80.23446321,Road Closed,Weather Event,1,None,Road closed due to high water.,NA,3/7/14,1,0,0,0,0,0,0,3.183333333,0
436232,2014-03-07T17:36:00Z,2014-03-07T21:30:00Z,US-29,US-29,Heading South,SR-1008,SR-1008,36.07355698,-79.76610661,Road Closed,Road Obstruction,1,None,"Due to a downed tree in the roadway, all lanes are closed near Market St.  Motorists are advised to watch for personnel on scene directing motorists around the obstruction.",NA,3/7/14,0,1,0,0,0,0,0,0.1625,0
436249,2014-03-07T19:23:00Z,2014-03-10T20:30:00Z,SR-1650,Dennis,Both Directions,SR-1650,SR-1650,35.0620645,-80.00393503,Road Closed,Weather Event,1,None,Road is closed between SR1649 & General Smith Rd. due to high water.,NA,3/7/14,1,0,0,0,0,0,0,3.046527778,0
436252,2014-03-07T19:41:00Z,2014-03-10T20:41:00Z,SR-1615,High Rock Crusher,Both Directions,NA,NA,35.64207,-77.928597,Road Closed,Weather Event,1,None,Road is closed due to high water from 742 North to 52 North.,NA,3/7/14,1,0,0,0,0,0,0,3.041666667,0
